"Id","Date","Hour","TotalIntensity","AverageIntensity"
2347167796,2016-04-16,"m-PM12",23,0.383333
2347167796,2016-04-16,"n-PM1",13,0.216667
2347167796,2016-04-16,"o-PM2",0,0
2347167796,2016-04-16,"p-PM3",0,0
2347167796,2016-04-16,"q-PM4",0,0
2347167796,2016-04-16,"r-PM5",36,0.6
2347167796,2016-04-16,"s-PM6",40,0.666667
2347167796,2016-04-16,"t-PM7",35,0.583333
2347167796,2016-04-16,"u-PM8",48,0.8
2347167796,2016-04-16,"v-PM9",47,0.783333
2347167796,2016-04-16,"w-PM10",17,0.283333
2347167796,2016-04-16,"x-PM11",0,0
2347167796,2016-04-17,"a-AM12",0,0
2347167796,2016-04-17,"b-AM1",0,0
2347167796,2016-04-17,"c-AM2",0,0
2347167796,2016-04-17,"d-AM3",0,0
2347167796,2016-04-17,"e-AM4",1,0.016667
2347167796,2016-04-17,"f-AM5",0,0
2347167796,2016-04-17,"g-AM6",0,0
2347167796,2016-04-17,"h-AM7",3,0.05
2347167796,2016-04-17,"i-AM8",3,0.05
2347167796,2016-04-17,"j-AM9",8,0.133333
2347167796,2016-04-17,"k-AM10",31,0.516667
2347167796,2016-04-17,"l-AM11",48,0.8
2347167796,2016-04-17,"m-PM12",2,0.033333
2347167796,2016-04-17,"n-PM1",35,0.583333
2347167796,2016-04-17,"o-PM2",32,0.533333
2347167796,2016-04-17,"p-PM3",11,0.183333
2347167796,2016-04-17,"q-PM4",8,0.133333
2347167796,2016-04-17,"r-PM5",17,0.283333
2347167796,2016-04-17,"s-PM6",19,0.316667
2347167796,2016-04-17,"t-PM7",17,0.283333
2347167796,2016-04-17,"u-PM8",16,0.266667
2347167796,2016-04-17,"v-PM9",15,0.25
2347167796,2016-04-17,"w-PM10",0,0
2347167796,2016-04-17,"x-PM11",0,0
2347167796,2016-04-18,"a-AM12",1,0.016667
2347167796,2016-04-18,"b-AM1",0,0
2347167796,2016-04-18,"c-AM2",0,0
2347167796,2016-04-18,"d-AM3",0,0
2347167796,2016-04-18,"e-AM4",0,0
2347167796,2016-04-18,"f-AM5",0,0
2347167796,2016-04-18,"g-AM6",2,0.033333
2347167796,2016-04-18,"h-AM7",20,0.333333
2347167796,2016-04-18,"i-AM8",23,0.383333
2347167796,2016-04-18,"j-AM9",4,0.066667
2347167796,2016-04-18,"k-AM10",10,0.166667
2347167796,2016-04-18,"l-AM11",8,0.133333
2347167796,2016-04-18,"m-PM12",7,0.116667
2347167796,2016-04-18,"n-PM1",38,0.633333
2347167796,2016-04-18,"o-PM2",21,0.35
2347167796,2016-04-18,"p-PM3",6,0.1
2347167796,2016-04-18,"q-PM4",12,0.2
2347167796,2016-04-18,"r-PM5",5,0.083333
2347167796,2016-04-18,"s-PM6",31,0.516667
2347167796,2016-04-18,"t-PM7",11,0.183333
2347167796,2016-04-18,"u-PM8",64,1.066667
2347167796,2016-04-18,"v-PM9",6,0.1
2347167796,2016-04-18,"w-PM10",2,0.033333
2347167796,2016-04-18,"x-PM11",0,0
2347167796,2016-04-19,"a-AM12",0,0
2347167796,2016-04-19,"b-AM1",0,0
2347167796,2016-04-19,"c-AM2",0,0
2347167796,2016-04-19,"d-AM3",0,0
2347167796,2016-04-19,"e-AM4",0,0
2347167796,2016-04-19,"f-AM5",1,0.016667
2347167796,2016-04-19,"g-AM6",4,0.066667
2347167796,2016-04-19,"h-AM7",13,0.216667
2347167796,2016-04-19,"i-AM8",28,0.466667
2347167796,2016-04-19,"j-AM9",17,0.283333
2347167796,2016-04-19,"k-AM10",30,0.5
2347167796,2016-04-19,"l-AM11",57,0.95
2347167796,2016-04-19,"m-PM12",44,0.733333
2347167796,2016-04-19,"n-PM1",22,0.366667
2347167796,2016-04-19,"o-PM2",20,0.333333
2347167796,2016-04-19,"p-PM3",30,0.5
2347167796,2016-04-19,"q-PM4",26,0.433333
2347167796,2016-04-19,"r-PM5",7,0.116667
2347167796,2016-04-19,"s-PM6",37,0.616667
2347167796,2016-04-19,"t-PM7",26,0.433333
2347167796,2016-04-19,"u-PM8",20,0.333333
2347167796,2016-04-19,"v-PM9",14,0.233333
2347167796,2016-04-19,"w-PM10",0,0
2347167796,2016-04-19,"x-PM11",0,0
2347167796,2016-04-20,"a-AM12",0,0
2347167796,2016-04-20,"b-AM1",0,0
2347167796,2016-04-20,"c-AM2",0,0
2347167796,2016-04-20,"d-AM3",0,0
2347167796,2016-04-20,"e-AM4",0,0
2347167796,2016-04-20,"f-AM5",0,0
2347167796,2016-04-20,"g-AM6",0,0
2347167796,2016-04-20,"h-AM7",67,1.116667
2347167796,2016-04-20,"i-AM8",27,0.45
2347167796,2016-04-20,"j-AM9",5,0.083333
2347167796,2016-04-20,"k-AM10",8,0.133333
2347167796,2016-04-20,"l-AM11",5,0.083333
2347167796,2016-04-20,"m-PM12",15,0.25
2347167796,2016-04-20,"n-PM1",17,0.283333
2347167796,2016-04-20,"o-PM2",14,0.233333
2347167796,2016-04-20,"p-PM3",10,0.166667
2347167796,2016-04-20,"q-PM4",18,0.3
2347167796,2016-04-20,"r-PM5",25,0.416667
2347167796,2016-04-20,"s-PM6",68,1.133333
2347167796,2016-04-20,"t-PM7",38,0.633333
2347167796,2016-04-20,"u-PM8",51,0.85
2347167796,2016-04-20,"v-PM9",12,0.2
2347167796,2016-04-20,"w-PM10",8,0.133333
2347167796,2016-04-20,"x-PM11",0,0
2347167796,2016-04-21,"a-AM12",1,0.016667
2347167796,2016-04-21,"b-AM1",0,0
2347167796,2016-04-21,"c-AM2",1,0.016667
2347167796,2016-04-21,"d-AM3",0,0
2347167796,2016-04-21,"e-AM4",0,0
2347167796,2016-04-21,"f-AM5",0,0
2347167796,2016-04-21,"g-AM6",5,0.083333
2347167796,2016-04-21,"h-AM7",13,0.216667
2347167796,2016-04-21,"i-AM8",24,0.4
2347167796,2016-04-21,"j-AM9",2,0.033333
2347167796,2016-04-21,"k-AM10",10,0.166667
2347167796,2016-04-21,"l-AM11",11,0.183333
2347167796,2016-04-21,"m-PM12",21,0.35
2347167796,2016-04-21,"n-PM1",13,0.216667
2347167796,2016-04-21,"o-PM2",20,0.333333
2347167796,2016-04-21,"p-PM3",9,0.15
2347167796,2016-04-21,"q-PM4",8,0.133333
2347167796,2016-04-21,"r-PM5",5,0.083333
2347167796,2016-04-21,"s-PM6",29,0.483333
2347167796,2016-04-21,"t-PM7",18,0.3
2347167796,2016-04-21,"u-PM8",47,0.783333
2347167796,2016-04-21,"v-PM9",88,1.466667
2347167796,2016-04-21,"w-PM10",4,0.066667
2347167796,2016-04-21,"x-PM11",0,0
2347167796,2016-04-22,"a-AM12",0,0
2347167796,2016-04-22,"b-AM1",0,0
2347167796,2016-04-22,"c-AM2",0,0
2347167796,2016-04-22,"d-AM3",0,0
2347167796,2016-04-22,"e-AM4",4,0.066667
2347167796,2016-04-22,"f-AM5",1,0.016667
2347167796,2016-04-22,"g-AM6",1,0.016667
2347167796,2016-04-22,"h-AM7",95,1.583333
2347167796,2016-04-22,"i-AM8",22,0.366667
2347167796,2016-04-22,"j-AM9",5,0.083333
2347167796,2016-04-22,"k-AM10",7,0.116667
2347167796,2016-04-22,"l-AM11",7,0.116667
2347167796,2016-04-22,"m-PM12",18,0.3
2347167796,2016-04-22,"n-PM1",21,0.35
2347167796,2016-04-22,"o-PM2",18,0.3
2347167796,2016-04-22,"p-PM3",19,0.316667
2347167796,2016-04-22,"q-PM4",14,0.233333
2347167796,2016-04-22,"r-PM5",20,0.333333
2347167796,2016-04-22,"s-PM6",26,0.433333
2347167796,2016-04-22,"t-PM7",2,0.033333
2347167796,2016-04-22,"u-PM8",5,0.083333
2347167796,2016-04-22,"v-PM9",0,0
2347167796,2016-04-22,"w-PM10",0,0
2347167796,2016-04-22,"x-PM11",2,0.033333
2347167796,2016-04-23,"a-AM12",0,0
2347167796,2016-04-23,"b-AM1",0,0
2347167796,2016-04-23,"c-AM2",0,0
2347167796,2016-04-23,"d-AM3",1,0.016667
2347167796,2016-04-23,"e-AM4",0,0
2347167796,2016-04-23,"f-AM5",0,0
2347167796,2016-04-23,"g-AM6",2,0.033333
2347167796,2016-04-23,"h-AM7",7,0.116667
2347167796,2016-04-23,"i-AM8",105,1.75
2347167796,2016-04-23,"j-AM9",13,0.216667
2347167796,2016-04-23,"k-AM10",27,0.45
2347167796,2016-04-23,"l-AM11",53,0.883333
2347167796,2016-04-23,"m-PM12",36,0.6
2347167796,2016-04-23,"n-PM1",72,1.2
2347167796,2016-04-23,"o-PM2",18,0.3
2347167796,2016-04-23,"p-PM3",8,0.133333
2347167796,2016-04-23,"q-PM4",12,0.2
2347167796,2016-04-23,"r-PM5",38,0.633333
2347167796,2016-04-23,"s-PM6",27,0.45
2347167796,2016-04-23,"t-PM7",23,0.383333
2347167796,2016-04-23,"u-PM8",33,0.55
2347167796,2016-04-23,"v-PM9",14,0.233333
2347167796,2016-04-23,"w-PM10",29,0.483333
2347167796,2016-04-23,"x-PM11",8,0.133333
2347167796,2016-04-24,"a-AM12",0,0
2347167796,2016-04-24,"b-AM1",0,0
2347167796,2016-04-24,"c-AM2",0,0
2347167796,2016-04-24,"d-AM3",0,0
2347167796,2016-04-24,"e-AM4",0,0
2347167796,2016-04-24,"f-AM5",0,0
2347167796,2016-04-24,"g-AM6",1,0.016667
2347167796,2016-04-24,"h-AM7",12,0.2
2347167796,2016-04-24,"i-AM8",32,0.533333
2347167796,2016-04-24,"j-AM9",24,0.4
2347167796,2016-04-24,"k-AM10",26,0.433333
2347167796,2016-04-24,"l-AM11",36,0.6
2347167796,2016-04-24,"m-PM12",7,0.116667
2347167796,2016-04-24,"n-PM1",29,0.483333
2347167796,2016-04-24,"o-PM2",17,0.283333
2347167796,2016-04-24,"p-PM3",15,0.25
2347167796,2016-04-24,"q-PM4",8,0.133333
2347167796,2016-04-24,"r-PM5",11,0.183333
2347167796,2016-04-24,"s-PM6",35,0.583333
2347167796,2016-04-24,"t-PM7",49,0.816667
2347167796,2016-04-24,"u-PM8",31,0.516667
2347167796,2016-04-24,"v-PM9",27,0.45
2347167796,2016-04-24,"w-PM10",0,0
2347167796,2016-04-24,"x-PM11",0,0
2347167796,2016-04-25,"a-AM12",0,0
2347167796,2016-04-25,"b-AM1",0,0
2347167796,2016-04-25,"c-AM2",1,0.016667
2347167796,2016-04-25,"d-AM3",0,0
2347167796,2016-04-25,"e-AM4",0,0
2347167796,2016-04-25,"f-AM5",1,0.016667
2347167796,2016-04-25,"g-AM6",2,0.033333
2347167796,2016-04-25,"h-AM7",14,0.233333
2347167796,2016-04-25,"i-AM8",28,0.466667
2347167796,2016-04-25,"j-AM9",11,0.183333
2347167796,2016-04-25,"k-AM10",14,0.233333
2347167796,2016-04-25,"l-AM11",7,0.116667
2347167796,2016-04-25,"m-PM12",20,0.333333
2347167796,2016-04-25,"n-PM1",8,0.133333
2347167796,2016-04-25,"o-PM2",15,0.25
2347167796,2016-04-25,"p-PM3",15,0.25
2347167796,2016-04-25,"q-PM4",10,0.166667
2347167796,2016-04-25,"r-PM5",16,0.266667
2347167796,2016-04-25,"s-PM6",67,1.116667
2347167796,2016-04-25,"t-PM7",65,1.083333
2347167796,2016-04-25,"u-PM8",23,0.383333
2347167796,2016-04-25,"v-PM9",10,0.166667
2347167796,2016-04-25,"w-PM10",17,0.283333
2347167796,2016-04-25,"x-PM11",0,0
2347167796,2016-04-26,"a-AM12",0,0
2347167796,2016-04-26,"b-AM1",0,0
2347167796,2016-04-26,"c-AM2",0,0
2347167796,2016-04-26,"d-AM3",0,0
2347167796,2016-04-26,"e-AM4",0,0
2347167796,2016-04-26,"f-AM5",0,0
2347167796,2016-04-26,"g-AM6",8,0.133333
2347167796,2016-04-26,"h-AM7",7,0.116667
2347167796,2016-04-26,"i-AM8",26,0.433333
2347167796,2016-04-26,"j-AM9",11,0.183333
2347167796,2016-04-26,"k-AM10",13,0.216667
2347167796,2016-04-26,"l-AM11",12,0.2
2347167796,2016-04-26,"m-PM12",14,0.233333
2347167796,2016-04-26,"n-PM1",29,0.483333
2347167796,2016-04-26,"o-PM2",11,0.183333
2347167796,2016-04-26,"p-PM3",1,0.016667
2347167796,2016-04-26,"q-PM4",7,0.116667
2347167796,2016-04-26,"r-PM5",3,0.05
2347167796,2016-04-26,"s-PM6",37,0.616667
2347167796,2016-04-26,"t-PM7",19,0.316667
2347167796,2016-04-26,"u-PM8",14,0.233333
2347167796,2016-04-26,"v-PM9",12,0.2
2347167796,2016-04-26,"w-PM10",3,0.05
2347167796,2016-04-26,"x-PM11",0,0
2347167796,2016-04-27,"a-AM12",0,0
2347167796,2016-04-27,"b-AM1",0,0
2347167796,2016-04-27,"c-AM2",0,0
2347167796,2016-04-27,"d-AM3",0,0
2347167796,2016-04-27,"e-AM4",0,0
2347167796,2016-04-27,"f-AM5",0,0
2347167796,2016-04-27,"g-AM6",2,0.033333
2347167796,2016-04-27,"h-AM7",9,0.15
2347167796,2016-04-27,"i-AM8",18,0.3
2347167796,2016-04-27,"j-AM9",9,0.15
2347167796,2016-04-27,"k-AM10",17,0.283333
2347167796,2016-04-27,"l-AM11",14,0.233333
2347167796,2016-04-27,"m-PM12",15,0.25
2347167796,2016-04-27,"n-PM1",14,0.233333
2347167796,2016-04-27,"o-PM2",25,0.416667
2347167796,2016-04-27,"p-PM3",15,0.25
2347167796,2016-04-27,"q-PM4",13,0.216667
2347167796,2016-04-27,"r-PM5",24,0.4
2347167796,2016-04-27,"s-PM6",36,0.6
2347167796,2016-04-27,"t-PM7",117,1.95
2347167796,2016-04-27,"u-PM8",36,0.6
2347167796,2016-04-27,"v-PM9",21,0.35
2347167796,2016-04-27,"w-PM10",5,0.083333
2347167796,2016-04-27,"x-PM11",1,0.016667
2347167796,2016-04-28,"a-AM12",1,0.016667
2347167796,2016-04-28,"b-AM1",0,0
2347167796,2016-04-28,"c-AM2",3,0.05
2347167796,2016-04-28,"d-AM3",0,0
2347167796,2016-04-28,"e-AM4",0,0
2347167796,2016-04-28,"f-AM5",0,0
2347167796,2016-04-28,"g-AM6",9,0.15
2347167796,2016-04-28,"h-AM7",1,0.016667
2347167796,2016-04-28,"i-AM8",34,0.566667
2347167796,2016-04-28,"j-AM9",10,0.166667
2347167796,2016-04-28,"k-AM10",4,0.066667
2347167796,2016-04-28,"l-AM11",20,0.333333
2347167796,2016-04-28,"m-PM12",13,0.216667
2347167796,2016-04-28,"n-PM1",11,0.183333
2347167796,2016-04-28,"o-PM2",14,0.233333
2347167796,2016-04-28,"p-PM3",17,0.283333
2347167796,2016-04-28,"q-PM4",14,0.233333
2347167796,2016-04-28,"r-PM5",13,0.216667
2347167796,2016-04-28,"s-PM6",25,0.416667
2347167796,2016-04-28,"t-PM7",8,0.133333
2347167796,2016-04-28,"u-PM8",13,0.216667
2347167796,2016-04-28,"v-PM9",5,0.083333
2347167796,2016-04-28,"w-PM10",14,0.233333
2347167796,2016-04-28,"x-PM11",0,0
2347167796,2016-04-29,"a-AM12",0,0
2347167796,2016-04-29,"b-AM1",1,0.016667
2347167796,2016-04-29,"c-AM2",0,0
2347167796,2016-04-29,"d-AM3",0,0
2347167796,2016-04-29,"e-AM4",1,0.016667
2347167796,2016-04-29,"f-AM5",0,0
2873212765,2016-04-12,"a-AM12",0,0
2873212765,2016-04-12,"b-AM1",0,0
2873212765,2016-04-12,"c-AM2",0,0
2873212765,2016-04-12,"d-AM3",0,0
2873212765,2016-04-12,"e-AM4",0,0
2873212765,2016-04-12,"f-AM5",28,0.466667
2873212765,2016-04-12,"g-AM6",8,0.133333
2873212765,2016-04-12,"h-AM7",39,0.65
2873212765,2016-04-12,"i-AM8",43,0.716667
2873212765,2016-04-12,"j-AM9",49,0.816667
2873212765,2016-04-12,"k-AM10",35,0.583333
2873212765,2016-04-12,"l-AM11",7,0.116667
2873212765,2016-04-12,"m-PM12",58,0.966667
2873212765,2016-04-12,"n-PM1",29,0.483333
2873212765,2016-04-12,"o-PM2",9,0.15
2873212765,2016-04-12,"p-PM3",7,0.116667
2873212765,2016-04-12,"q-PM4",12,0.2
2873212765,2016-04-12,"r-PM5",12,0.2
2873212765,2016-04-12,"s-PM6",40,0.666667
2873212765,2016-04-12,"t-PM7",12,0.2
2873212765,2016-04-12,"u-PM8",13,0.216667
2873212765,2016-04-12,"v-PM9",3,0.05
2873212765,2016-04-12,"w-PM10",0,0
2873212765,2016-04-12,"x-PM11",0,0
2873212765,2016-04-13,"a-AM12",0,0
2873212765,2016-04-13,"b-AM1",0,0
2873212765,2016-04-13,"c-AM2",0,0
2873212765,2016-04-13,"d-AM3",0,0
2873212765,2016-04-13,"e-AM4",0,0
2873212765,2016-04-13,"f-AM5",24,0.4
2873212765,2016-04-13,"g-AM6",15,0.25
2873212765,2016-04-13,"h-AM7",20,0.333333
2873212765,2016-04-13,"i-AM8",39,0.65
2873212765,2016-04-13,"j-AM9",47,0.783333
2873212765,2016-04-13,"k-AM10",38,0.633333
2873212765,2016-04-13,"l-AM11",15,0.25
2873212765,2016-04-13,"m-PM12",46,0.766667
2873212765,2016-04-13,"n-PM1",32,0.533333
2873212765,2016-04-13,"o-PM2",9,0.15
2873212765,2016-04-13,"p-PM3",17,0.283333
2873212765,2016-04-13,"q-PM4",20,0.333333
2873212765,2016-04-13,"r-PM5",32,0.533333
2873212765,2016-04-13,"s-PM6",17,0.283333
2873212765,2016-04-13,"t-PM7",14,0.233333
2873212765,2016-04-13,"u-PM8",10,0.166667
2873212765,2016-04-13,"v-PM9",3,0.05
2873212765,2016-04-13,"w-PM10",19,0.316667
2873212765,2016-04-13,"x-PM11",3,0.05
2873212765,2016-04-14,"a-AM12",0,0
2873212765,2016-04-14,"b-AM1",0,0
2873212765,2016-04-14,"c-AM2",0,0
2873212765,2016-04-14,"d-AM3",0,0
2873212765,2016-04-14,"e-AM4",0,0
2873212765,2016-04-14,"f-AM5",0,0
2873212765,2016-04-14,"g-AM6",16,0.266667
2873212765,2016-04-14,"h-AM7",33,0.55
2873212765,2016-04-14,"i-AM8",43,0.716667
2873212765,2016-04-14,"j-AM9",28,0.466667
2873212765,2016-04-14,"k-AM10",25,0.416667
2873212765,2016-04-14,"l-AM11",10,0.166667
2873212765,2016-04-14,"m-PM12",16,0.266667
2873212765,2016-04-14,"n-PM1",29,0.483333
2873212765,2016-04-14,"o-PM2",19,0.316667
2873212765,2016-04-14,"p-PM3",17,0.283333
2873212765,2016-04-14,"q-PM4",1,0.016667
2873212765,2016-04-14,"r-PM5",20,0.333333
2873212765,2016-04-14,"s-PM6",29,0.483333
2873212765,2016-04-14,"t-PM7",14,0.233333
2873212765,2016-04-14,"u-PM8",19,0.316667
2873212765,2016-04-14,"v-PM9",12,0.2
2873212765,2016-04-14,"w-PM10",0,0
2873212765,2016-04-14,"x-PM11",0,0
2873212765,2016-04-15,"a-AM12",0,0
2873212765,2016-04-15,"b-AM1",0,0
2873212765,2016-04-15,"c-AM2",0,0
2873212765,2016-04-15,"d-AM3",0,0
2873212765,2016-04-15,"e-AM4",0,0
2873212765,2016-04-15,"f-AM5",27,0.45
2873212765,2016-04-15,"g-AM6",29,0.483333
2873212765,2016-04-15,"h-AM7",26,0.433333
2873212765,2016-04-15,"i-AM8",24,0.4
2873212765,2016-04-15,"j-AM9",34,0.566667
2873212765,2016-04-15,"k-AM10",33,0.55
2873212765,2016-04-15,"l-AM11",20,0.333333
2873212765,2016-04-15,"m-PM12",43,0.716667
2873212765,2016-04-15,"n-PM1",25,0.416667
2873212765,2016-04-15,"o-PM2",40,0.666667
2873212765,2016-04-15,"p-PM3",27,0.45
2873212765,2016-04-15,"q-PM4",31,0.516667
2873212765,2016-04-15,"r-PM5",16,0.266667
2873212765,2016-04-15,"s-PM6",27,0.45
2873212765,2016-04-15,"t-PM7",11,0.183333
2873212765,2016-04-15,"u-PM8",27,0.45
2873212765,2016-04-15,"v-PM9",8,0.133333
2873212765,2016-04-15,"w-PM10",0,0
2873212765,2016-04-15,"x-PM11",0,0
2873212765,2016-04-16,"a-AM12",0,0
2873212765,2016-04-16,"b-AM1",0,0
2873212765,2016-04-16,"c-AM2",0,0
2873212765,2016-04-16,"d-AM3",0,0
2873212765,2016-04-16,"e-AM4",0,0
2873212765,2016-04-16,"f-AM5",0,0
2873212765,2016-04-16,"g-AM6",0,0
2873212765,2016-04-16,"h-AM7",99,1.65
2873212765,2016-04-16,"i-AM8",63,1.05
2873212765,2016-04-16,"j-AM9",12,0.2
2873212765,2016-04-16,"k-AM10",17,0.283333
2873212765,2016-04-16,"l-AM11",28,0.466667
2873212765,2016-04-16,"m-PM12",33,0.55
2873212765,2016-04-16,"n-PM1",1,0.016667
2873212765,2016-04-16,"o-PM2",25,0.416667
2873212765,2016-04-16,"p-PM3",32,0.533333
2873212765,2016-04-16,"q-PM4",19,0.316667
2873212765,2016-04-16,"r-PM5",28,0.466667
2873212765,2016-04-16,"s-PM6",13,0.216667
2873212765,2016-04-16,"t-PM7",24,0.4
2873212765,2016-04-16,"u-PM8",30,0.5
2873212765,2016-04-16,"v-PM9",11,0.183333
2873212765,2016-04-16,"w-PM10",7,0.116667
2873212765,2016-04-16,"x-PM11",6,0.1
2873212765,2016-04-17,"a-AM12",18,0.3
2873212765,2016-04-17,"b-AM1",0,0
2873212765,2016-04-17,"c-AM2",0,0
2873212765,2016-04-17,"d-AM3",0,0
2873212765,2016-04-17,"e-AM4",0,0
2873212765,2016-04-17,"f-AM5",0,0
2873212765,2016-04-17,"g-AM6",0,0
2873212765,2016-04-17,"h-AM7",0,0
2873212765,2016-04-17,"i-AM8",0,0
2873212765,2016-04-17,"j-AM9",0,0
2873212765,2016-04-17,"k-AM10",6,0.1
2873212765,2016-04-17,"l-AM11",1,0.016667
2873212765,2016-04-17,"m-PM12",2,0.033333
2873212765,2016-04-17,"n-PM1",42,0.7
2873212765,2016-04-17,"o-PM2",28,0.466667
2873212765,2016-04-17,"p-PM3",8,0.133333
2873212765,2016-04-17,"q-PM4",4,0.066667
2873212765,2016-04-17,"r-PM5",19,0.316667
2873212765,2016-04-17,"s-PM6",10,0.166667
2873212765,2016-04-17,"t-PM7",22,0.366667
2873212765,2016-04-17,"u-PM8",13,0.216667
2873212765,2016-04-17,"v-PM9",3,0.05
2873212765,2016-04-17,"w-PM10",0,0
2873212765,2016-04-17,"x-PM11",0,0
2873212765,2016-04-18,"a-AM12",0,0
2873212765,2016-04-18,"b-AM1",0,0
2873212765,2016-04-18,"c-AM2",0,0
2873212765,2016-04-18,"d-AM3",0,0
2873212765,2016-04-18,"e-AM4",0,0
2873212765,2016-04-18,"f-AM5",17,0.283333
2873212765,2016-04-18,"g-AM6",12,0.2
2873212765,2016-04-18,"h-AM7",30,0.5
2873212765,2016-04-18,"i-AM8",41,0.683333
2873212765,2016-04-18,"j-AM9",38,0.633333
2873212765,2016-04-18,"k-AM10",21,0.35
2873212765,2016-04-18,"l-AM11",9,0.15
2873212765,2016-04-18,"m-PM12",51,0.85
2873212765,2016-04-18,"n-PM1",26,0.433333
2873212765,2016-04-18,"o-PM2",8,0.133333
2873212765,2016-04-18,"p-PM3",9,0.15
2873212765,2016-04-18,"q-PM4",16,0.266667
2873212765,2016-04-18,"r-PM5",19,0.316667
2873212765,2016-04-18,"s-PM6",13,0.216667
2873212765,2016-04-18,"t-PM7",7,0.116667
2873212765,2016-04-18,"u-PM8",9,0.15
2873212765,2016-04-18,"v-PM9",0,0
2873212765,2016-04-18,"w-PM10",0,0
2873212765,2016-04-18,"x-PM11",0,0
2873212765,2016-04-19,"a-AM12",0,0
2873212765,2016-04-19,"b-AM1",0,0
2873212765,2016-04-19,"c-AM2",0,0
2873212765,2016-04-19,"d-AM3",0,0
2873212765,2016-04-19,"e-AM4",0,0
2873212765,2016-04-19,"f-AM5",19,0.316667
2873212765,2016-04-19,"g-AM6",8,0.133333
2873212765,2016-04-19,"h-AM7",17,0.283333
2873212765,2016-04-19,"i-AM8",39,0.65
2873212765,2016-04-19,"j-AM9",32,0.533333
2873212765,2016-04-19,"k-AM10",41,0.683333
2873212765,2016-04-19,"l-AM11",15,0.25
2873212765,2016-04-19,"m-PM12",45,0.75
2873212765,2016-04-19,"n-PM1",35,0.583333
2873212765,2016-04-19,"o-PM2",28,0.466667
2873212765,2016-04-19,"p-PM3",11,0.183333
2873212765,2016-04-19,"q-PM4",20,0.333333
2873212765,2016-04-19,"r-PM5",25,0.416667
2873212765,2016-04-19,"s-PM6",30,0.5
2873212765,2016-04-19,"t-PM7",7,0.116667
2873212765,2016-04-19,"u-PM8",6,0.1
2873212765,2016-04-19,"v-PM9",7,0.116667
2873212765,2016-04-19,"w-PM10",4,0.066667
2873212765,2016-04-19,"x-PM11",0,0
2873212765,2016-04-20,"a-AM12",0,0
2873212765,2016-04-20,"b-AM1",0,0
2873212765,2016-04-20,"c-AM2",0,0
2873212765,2016-04-20,"d-AM3",0,0
2873212765,2016-04-20,"e-AM4",0,0
2873212765,2016-04-20,"f-AM5",24,0.4
2873212765,2016-04-20,"g-AM6",14,0.233333
2873212765,2016-04-20,"h-AM7",23,0.383333
2873212765,2016-04-20,"i-AM8",27,0.45
2873212765,2016-04-20,"j-AM9",42,0.7
2873212765,2016-04-20,"k-AM10",30,0.5
2873212765,2016-04-20,"l-AM11",18,0.3
2873212765,2016-04-20,"m-PM12",57,0.95
2873212765,2016-04-20,"n-PM1",31,0.516667
2873212765,2016-04-20,"o-PM2",8,0.133333
2873212765,2016-04-20,"p-PM3",11,0.183333
2873212765,2016-04-20,"q-PM4",31,0.516667
2873212765,2016-04-20,"r-PM5",77,1.283333
2873212765,2016-04-20,"s-PM6",3,0.05
2873212765,2016-04-20,"t-PM7",8,0.133333
2873212765,2016-04-20,"u-PM8",22,0.366667
2873212765,2016-04-20,"v-PM9",24,0.4
2873212765,2016-04-20,"w-PM10",4,0.066667
2873212765,2016-04-20,"x-PM11",0,0
2873212765,2016-04-21,"a-AM12",0,0
2873212765,2016-04-21,"b-AM1",0,0
2873212765,2016-04-21,"c-AM2",0,0
2873212765,2016-04-21,"d-AM3",0,0
2873212765,2016-04-21,"e-AM4",0,0
2873212765,2016-04-21,"f-AM5",0,0
2873212765,2016-04-21,"g-AM6",17,0.283333
2873212765,2016-04-21,"h-AM7",39,0.65
2873212765,2016-04-21,"i-AM8",33,0.55
2873212765,2016-04-21,"j-AM9",42,0.7
2873212765,2016-04-21,"k-AM10",27,0.45
2873212765,2016-04-21,"l-AM11",7,0.116667
2873212765,2016-04-21,"m-PM12",20,0.333333
2873212765,2016-04-21,"n-PM1",35,0.583333
2873212765,2016-04-21,"o-PM2",26,0.433333
2873212765,2016-04-21,"p-PM3",26,0.433333
2873212765,2016-04-21,"q-PM4",38,0.633333
2873212765,2016-04-21,"r-PM5",36,0.6
2873212765,2016-04-21,"s-PM6",19,0.316667
2873212765,2016-04-21,"t-PM7",5,0.083333
2873212765,2016-04-21,"u-PM8",16,0.266667
2873212765,2016-04-21,"v-PM9",11,0.183333
2873212765,2016-04-21,"w-PM10",0,0
2873212765,2016-04-21,"x-PM11",0,0
2873212765,2016-04-22,"a-AM12",0,0
2873212765,2016-04-22,"b-AM1",0,0
2873212765,2016-04-22,"c-AM2",0,0
2873212765,2016-04-22,"d-AM3",0,0
2873212765,2016-04-22,"e-AM4",0,0
2873212765,2016-04-22,"f-AM5",19,0.316667
2873212765,2016-04-22,"g-AM6",16,0.266667
2873212765,2016-04-22,"h-AM7",25,0.416667
2873212765,2016-04-22,"i-AM8",29,0.483333
2873212765,2016-04-22,"j-AM9",37,0.616667
2873212765,2016-04-22,"k-AM10",43,0.716667
2873212765,2016-04-22,"l-AM11",15,0.25
2873212765,2016-04-22,"m-PM12",42,0.7
2873212765,2016-04-22,"n-PM1",31,0.516667
